Teilbereich Altstadt;1,91379310344828;41,8918918918919;0,801724137931035;129,279279279279;2,47413793103448;46,8626126126126;0,015765765765766;0,058558558558559;0,263513513513513;0,337837837837838;0,337837837837838;0,092342342342342;0,43018018018018;0,236143768894861;0,510581121934834;0,129996640913672;0,116896204232449;0,006382264024185;2,8963963963964;3,42021276595745;72,6622340425532;21,2449455676516;0,236143768894861;0,468928451461203;0,041652670473631;0,100772589855559;0,001343634531407;0,027880416526705;0,007054081289889;0,10984212294256;0,006382264024185;
Schloss;1,85106382978723;40,2298850574713;0,74468085106383;105,747126436782;1,95744680851064;49,2873563218391;0,045977011494253;0,03448275862069;0,32183908045977;0,402298850574713;0,218390804597701;0,057471264367816;0,275862068965517;0,103139013452915;0,62780269058296;0,161434977578475;0,103139013452915;0,004484304932735;3,89655172413793;4,2375;70,0625;16,5339233038348;0,103139013452915;0,600896860986547;0,026905829596413;0,119581464872945;0;0,041853512705531;0,008968609865471;0,094170403587444;0,004484304932735;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;69;420;108;69;3;Wege/P*T;Wege/mP*T;min/mP;min/Weg;69;402;18;80;0;28;6;63;3;669
Teilbereich Mitte-Süd;2,08114035087719;48,2613277133825;1,00438596491228;140,252897787144;2,91885964912281;47,8788198103267;0,016859852476291;0,090621707060063;0,150684931506849;0,258166491043203;0,367755532139094;0,123287671232877;0,49104320337197;0,119715362076183;0,541230640435329;0,274173294265383;0,059439095856007;0,005441607367099;3,22128556375132;3,55878928987194;69,9359720605355;19,6516192345437;0,119715362076183;0,477605692758476;0,063624947676852;0,219338635412306;0,003348681456676;0,0514859773964;0,002092925910423;0,057346169945584;0,005441607367099;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;286;1293;655;142;13;Wege/P*T;Wege/mP*T;min/mP;min/Weg;286;1141;152;524;8;123;5;137;13;2389
Aaseestadt;1,90291262135922;55,6122448979592;1,05825242718447;154,081632653061;2,93203883495146;53,7244897959184;0,010204081632653;0,086734693877551;0,153061224489796;0,25;0,352040816326531;0,107142857142857;0,459183673469388;0,142548596112311;0,55939524838013;0,233261339092873;0,058315334773218;0,006479481641469;3,29081632653061;3,60335195530726;74,4469273743017;20,6604651162791;0,142548596112311;0,501079913606911;0,058315334773218;0,190064794816415;0,006479481641469;0,036717062634989;0;0,058315334773218;0,006479481641469;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;66;259;108;27;3;Wege/P*T;Wege/mP*T;min/mP;min/Weg;66;232;27;88;3;17;0;27;3;463
Geist;2,14545454545455;46,1864406779661;0,990909090909091;142,372881355932;3,05454545454545;48,6483050847458;0,01271186440678;0,088983050847458;0,13135593220339;0,233050847457627;0,338983050847458;0,144067796610169;0,483050847457627;0,105461393596987;0,642184557438795;0,175141242937853;0,071563088512241;0,005649717514124;3,29237288135593;3,5158371040724;63,8280542986425;18,1544401544402;0,105461393596987;0,593220338983051;0,048964218455744;0,146892655367232;0;0,028248587570622;0;0,071563088512241;0,005649717514124;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;56;341;93;38;3;Wege/P*T;Wege/mP*T;min/mP;min/Weg;56;315;26;78;0;15;0;38;3;531
Schützendorf;1,91503267973856;44,7098976109215;0,856209150326797;138,907849829352;2,66013071895425;43,3003412969283;0,030716723549488;0,054607508532423;0,21160409556314;0,296928327645051;0,42320819112628;0,102389078498294;0,525597269624573;0,147058823529412;0,504524886877828;0,287330316742081;0,055429864253394;0,005656108597285;3,19795221843003;3,67450980392157;70,8745098039216;19,2881536819637;0,147058823529412;0,46606334841629;0,038461538461539;0,22737556561086;0,004524886877828;0,055429864253394;0,003393665158371;0,052036199095023;0,005656108597285;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;130;446;254;49;5;Wege/P*T;Wege/mP*T;min/mP;min/Weg;130;412;34;201;4;49;3;46;5;884
Düesberg;2,48888888888889;48,6607142857143;1,21111111111111;127,678571428571;3,17777777777778;47,9419642857143;0,008928571428571;0,142857142857143;0,089285714285714;0,241071428571429;0,339285714285714;0,142857142857143;0,482142857142857;0,066536203522505;0,483365949119374;0,391389432485323;0,054794520547945;0,003913894324853;3,11607142857143;3,42156862745098;71,421568627451;20,8739255014327;0,066536203522505;0,356164383561644;0,12720156555773;0,307240704500978;0,001956947162427;0,082191780821918;0,003913894324853;0,050880626223092;0,003913894324853;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;34;247;200;28;2;Wege/P*T;Wege/mP*T;min/mP;min/Weg;34;182;65;157;1;42;2;26;2;511
Teilbereich Mitte-Nordost;2,01646090534979;46,734693877551;0,94238683127572;145,918367346939;2,94238683127572;49,8908163265306;0,019387755102041;0,079591836734694;0,146938775510204;0,245918367346939;0,374489795918367;0,126530612244898;0,501020408163265;0,102446483180428;0,576070336391437;0,24808868501529;0,063455657492355;0,009938837920489;3,21734693877551;3,54269662921348;69,7932584269663;19,7006026006978;0,102446483180428;0,525611620795107;0,05045871559633;0,206039755351682;0,00611620795107;0,035932721712538;0,00611620795107;0,057339449541284;0,009938837920489;
