"RAUM";"DATENQUELLE";"THEMENBEREICH";"MERKMAL";"ZEIT";"WERT";"WERTEEINHEIT"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - GUD (Erdgas)";"2021";197696,69;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Erdgas)";"2021";2697,79;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Biomethan)";"2021";1581,45;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Klär-Deponiegas";"2021";726,20;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Biogas";"2021";5843,78;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - PV";"2021";2485,48;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern (t) - Windkraft";"2021";781,03;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Wasserkraft";"2021";0,55;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - reg. Bezug (Bundesmix)";"2021";309287,40;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Emissionen ges.";"2021";521100,40;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Anteil EE an Gesamtemissionen (%)";"2021";1,88;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";16;"Teilnehmer Startberatung - Unternehmen";"2021";13,00;"Anzahl"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";17;"AWM Fahrzeuge - Elektroantrieb";"2021";26,00;"Anzahl"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";17;"AWM Fahrzeuge - Dieselantrieb";"2021";193,00;"Anzahl"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";17;"AWM Fahrzeuge - Erdgasantrieb";"2021";2,00;"Anzahl"
"Münster, Gesamtstadt";"Statistik der Bundesagentur für Arbeit";19;"Sozialversicherungspflichtige Beschäftigte am Arbeitsort";"2021";179671,00;"Anzahl"
"Münster, Gesamtstadt";"Volkswirtschaftliche Gesamtrechnungen der Länder";19;"Bruttoinlandsprodukt";"2021";18800000,00;"EUR"
"Stadt Münster - PV Anlage Schillergymnasium (264) Inbetriebnahme: 02.02.2021";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung ab Jahr";"2021";29,90;"kWp"
"Stadt Münster - PV Anlage Freiherr vom Stein Gymnasium (985) Inbetriebnahme: 23.11.2021";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung ab Jahr";"2021";99,00;"kWp"
"Stadt Münster - PV Anlage Regenkläranlage Erbdrostenweg, Inbetriebnahme: 09.02.2007";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2021";2993,00;"kWh"
"Stadt Münster - PV Anlage Pumpwerk Alter Postweg, Inbetriebnahme: 16.02.2011";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2021";6940,75;"kWh"
"Stadt Münster - PV Anlage Hauptkläranlage, Inbetriebnahme: 09.11.2019";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2021";17460,00;"kWh"
"Stadt Münster";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung aller Anlagen (Summe)";"2021";368,08;"kWp"
"Stadt Münster";"Stadt Münster - Amt für Immobilienmanagement";15;"Anzahl aller PV-Anlagen";"2021";14,00;"Anzahl"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Betriebe";"2021/2022";12,00;"Anzahl"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Abfälle";"2021/2022";191,10;"t pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Energie";"2021/2022";1155220,00;"kWh pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - Wasser";"2021/2022";3277,00;"m³ pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - CO2";"2021/2022";1138,00;"t pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Betriebskosten";"2021/2022";451991,00;" pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"einmalige Investitionskosten";"2021/2022";1363683,00;""
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2021-01";226,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2021-01";114,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2021-01";112,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2021-01";18,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2021-01";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2021-01";16,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2021-01";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2021-02";226,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2021-02";114,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2021-02";112,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2021-02";18,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2021-02";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2021-02";16,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2021-02";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2021-03";225,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2021-03";113,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2021-03";112,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2021-03";18,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2021-03";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2021-03";16,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2021-03";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2021-04";229,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2021-04";119,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2021-04";110,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2021-04";24,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2021-04";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2021-04";22,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2021-04";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2021-05";233,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2021-05";119,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2021-05";114,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2021-05";24,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2021-05";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2021-05";22,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2021-05";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2021-06";225,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2021-06";116,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2021-06";109,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2021-06";24,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2021-06";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2021-06";22,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2021-06";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2021-07";226,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2021-07";117,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2021-07";109,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2021-07";25,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2021-07";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2021-07";23,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2021-07";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2021-08";226,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2021-08";117,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2021-08";109,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2021-08";26,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2021-08";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2021-08";24,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2021-08";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2021-09";226,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2021-09";117,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2021-09";109,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2021-09";26,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2021-09";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2021-09";24,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2021-09";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2021-10";224,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2021-10";116,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2021-10";108,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2021-10";27,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2021-10";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2021-10";25,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2021-10";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2021-11";228,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2021-11";118,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2021-11";110,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2021-11";29,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2021-11";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2021-11";27,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2021-11";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2021-12";228,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2021-12";118,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2021-12";110,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2021-12";29,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2021-12";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2021-12";27,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2021-12";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Wege/Tag - Kfz";"2022";26,00;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Wege/Tag - ÖV";"2022";8,30;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Wege/Tag - Fahrrad";"2022";46,80;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Wege/Tag - Fuß";"2022";18,90;"%"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Gesamt";"2022";375,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Wertstoffe";"2022";228,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Restmüll";"2022";147,00;"kg pro Kopf"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Verkehrsleistung - Kfz";"2022";48,00;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Verkehrsleistung - ÖV";"2022";25,00;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Verkehrsleistung - Fahrrad";"2022";24,00;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Verkehrsleistung - Fuß";"2022";3,00;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Verkehrsleistung - Absolut";"2022";7646000,00;"km"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Wege/Tag - absolut";"2022";1008500,00;"Wege pro Tag"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";8;"Stadtradeln Stadt Münster";"2022";1948616,00;"km"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Private Haushalte";"2022";1674,54;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges";"2022";2004,55;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Industrie";"2022";502,23;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Verkehr";"2022";1786,77;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gesamt";"2022";5968,10;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - GUD (Erdgas)";"2022";250914,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Erdgas)";"2022";16738,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Biomethan)";"2022";7576,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Klär-Deponiegas";"2022";13939,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Biogas";"2022";47661,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - PV";"2022";70807,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Windkraft";"2022";78103,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Wasserkraft";"2022";185,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - reg. Bezug (Bundesmix)";"2022";788381,46;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Stromverbrauch ges.";"2022";1274304,46;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Anteil EE (%)";"2022";17,12;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - GUD (Erdgas)";"2022";145092,49;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Erdgas)";"2022";3740,11;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Biomethan)";"2022";621,23;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Klär-Deponiegas";"2022";696,95;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Biogas";"2022";6195,93;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - PV";"2022";2832,28;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern (t) - Windkraft";"2022";781,03;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Wasserkraft";"2022";0,55;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";16;"Teilnehmer Startberatung - Unternehmen";"2022";9,00;"Anzahl"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";17;"AWM Fahrzeuge - Elektroantrieb";"2022";30,00;"Anzahl"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";17;"AWM Fahrzeuge - Dieselantrieb";"2022";187,00;"Anzahl"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";17;"AWM Fahrzeuge - Erdgasantrieb";"2022";1,00;"Anzahl"
"Münster, Gesamtstadt";"Statistik der Bundesagentur für Arbeit";19;"Sozialversicherungspflichtige Beschäftigte am Arbeitsort";"2022";184550,00;"Anzahl"
"Stadt Münster - PV Anlage Regenkläranlage Erbdrostenweg, Inbetriebnahme: 09.02.2007";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2022";3224,10;"kWh"
"Stadt Münster - PV Anlage Pumpwerk Alter Postweg, Inbetriebnahme: 16.02.2011";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2022";7771,76;"kWh"
"Stadt Münster - PV Anlage Hauptkläranlage, Inbetriebnahme: 09.11.2019";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2022";26932,00;"kWh"
"Stadt Münster";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung aller Anlagen (Summe)";"2022";372,48;"kWp"
"Stadt Münster";"Stadt Münster - Amt für Immobilienmanagement";15;"Anzahl aller PV-Anlagen";"2022";15,00;"Anzahl"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Betriebe";"2022/2023";8,00;"Anzahl"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Abfälle";"2022/2023";314,00;"t pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Energie";"2022/2023";4075360,00;"kWh pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - Wasser";"2022/2023";9556,00;"m³ pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - CO2";"2022/2023";708,00;"t pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Betriebskosten";"2022/2023";469374,00;" pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"einmalige Investitionskosten";"2022/2023";1778428,00;""
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2022-01";229,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2022-01";114,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2022-01";115,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2022-01";30,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2022-01";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2022-01";28,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2022-01";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2022-02";230,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2022-02";114,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2022-02";116,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2022-02";30,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2022-02";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2022-02";28,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2022-02";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2022-03";231,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2022-03";114,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2022-03";117,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2022-03";30,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2022-03";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2022-03";28,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2022-03";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2022-04";234,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2022-04";113,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2022-04";121,00;"Anzahl"
