DATEINAME;RAUM;QUELLE_INSTITUTION;THEMENBEREICH;MERKMAL;ZEIT;WERT;WERTEEINHEIT
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Gesamt;2023-07;219,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge SWMS;2023-07;111,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Sub;2023-07;108,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Gesamt;2023-07;42,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Hybrid;2023-07;0,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Elektro;2023-07;42,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe H2;2023-07;0,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Gesamt;2023-08;217,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge SWMS;2023-08;109,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Sub;2023-08;108,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Gesamt;2023-08;42,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Hybrid;2023-08;0,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Elektro;2023-08;42,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe H2;2023-08;0,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Gesamt;2023-09;217,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge SWMS;2023-09;109,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Sub;2023-09;108,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Gesamt;2023-09;42,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Hybrid;2023-09;0,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Elektro;2023-09;42,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe H2;2023-09;0,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Gesamt;2023-10;210,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge SWMS;2023-10;102,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Sub;2023-10;108,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Gesamt;2023-10;41,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Hybrid;2023-10;0,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Elektro;2023-10;41,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe H2;2023-10;0,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Gesamt;2023-11;224,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge SWMS;2023-11;116,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Sub;2023-11;108,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Gesamt;2023-11;55,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Hybrid;2023-11;0,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Elektro;2023-11;55,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe H2;2023-11;0,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Gesamt;2023-12;232,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge SWMS;2023-12;125,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Sub;2023-12;107,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Gesamt;2023-12;73,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Hybrid;2023-12;0,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe Elektro;2023-12;73,00;Anzahl
stadtwerke-bus-fahrzeuge;Münster, Gesamtstadt;Stadtwerke Münster;3;Fahrzeuge Alternative Antriebe H2;2023-12;0,00;Anzahl
stadtradeln;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;8;Stadtradeln Stadt Münster;2020;914414,00;km
stadtradeln;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;8;Stadtradeln Stadt Münster;2021;1393451,00;km
stadtradeln;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;8;Stadtradeln Stadt Münster;2022;1948616,00;km
stadtradeln;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;8;Stadtradeln Stadt Münster;2023;2223048,00;km
stadtradeln;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;8;Stadtradeln Stadt Münster;2024;2271849,00;km
awm-e-mobilitaet;Münster, Gesamtstadt;AWM-Abfallwirtschaftsbetriebe Münster;17;AWM Fahrzeuge - Elektroantrieb;2020;22,00;Anzahl
awm-e-mobilitaet;Münster, Gesamtstadt;AWM-Abfallwirtschaftsbetriebe Münster;17;AWM Fahrzeuge - Dieselantrieb;2020;191,00;Anzahl
awm-e-mobilitaet;Münster, Gesamtstadt;AWM-Abfallwirtschaftsbetriebe Münster;17;AWM Fahrzeuge - Erdgasantrieb;2020;2,00;Anzahl
awm-e-mobilitaet;Münster, Gesamtstadt;AWM-Abfallwirtschaftsbetriebe Münster;17;AWM Fahrzeuge - Elektroantrieb;2021;26,00;Anzahl
awm-e-mobilitaet;Münster, Gesamtstadt;AWM-Abfallwirtschaftsbetriebe Münster;17;AWM Fahrzeuge - Dieselantrieb;2021;193,00;Anzahl
awm-e-mobilitaet;Münster, Gesamtstadt;AWM-Abfallwirtschaftsbetriebe Münster;17;AWM Fahrzeuge - Erdgasantrieb;2021;2,00;Anzahl
awm-e-mobilitaet;Münster, Gesamtstadt;AWM-Abfallwirtschaftsbetriebe Münster;17;AWM Fahrzeuge - Elektroantrieb;2022;30,00;Anzahl
awm-e-mobilitaet;Münster, Gesamtstadt;AWM-Abfallwirtschaftsbetriebe Münster;17;AWM Fahrzeuge - Dieselantrieb;2022;187,00;Anzahl
awm-e-mobilitaet;Münster, Gesamtstadt;AWM-Abfallwirtschaftsbetriebe Münster;17;AWM Fahrzeuge - Erdgasantrieb;2022;1,00;Anzahl
awm-e-mobilitaet;Münster, Gesamtstadt;AWM-Abfallwirtschaftsbetriebe Münster;17;AWM Fahrzeuge - Elektroantrieb;2023;35,00;Anzahl
awm-e-mobilitaet;Münster, Gesamtstadt;AWM-Abfallwirtschaftsbetriebe Münster;17;AWM Fahrzeuge - Dieselantrieb;2023;214,00;Anzahl
awm-e-mobilitaet;Münster, Gesamtstadt;AWM-Abfallwirtschaftsbetriebe Münster;17;AWM Fahrzeuge - Erdgasantrieb;2023;1,00;Anzahl
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Sektor Private Haushalte - Erdgas;2021;238981,29;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Sektor Private Haushalte - Fernwärme;2021;11415,40;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Sektor Private Haushalte - Heizöl;2021;98807,49;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Sektor Private Haushalte - EE Wärme;2021;1052,18;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Sektor Private Haushalte - Kraftstoffmix Verkehr;2021;0,00;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Sektor Private Haushalte - Strom;2021;159997,92;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Sektor Private Haushalte - Summe;2021;510254,30;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Sektor Private Haushalte - Anteil;2021;28,09;%
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Gewerbe + Sonstige - Erdgas;2021;120189,23;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Gewerbe + Sonstige - Fernwärme;2021;85194,80;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Gewerbe + Sonstige - Heizöl;2021;36684,48;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Gewerbe + Sonstige - EE Wärme;2021;348,86;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Gewerbe + Sonstige - Kraftstoffmix Verkehr;2021;0,00;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Gewerbe + Sonstige - Strom;2021;306686,89;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Gewerbe + Sonstige - Summe;2021;549104,26;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Gewerbe + Sonstige - Anteil;2021;30,23;%
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Industrie - Erdgas;2021;107276,17;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Industrie - Fernwärme;2021;0,00;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Industrie - Heizöl;2021;1630,82;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Industrie - EE Wärme;2021;0,00;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Industrie - Kraftstoffmix Verkehr;2021;0,00;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Industrie - Strom;2021;82073,43;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Industrie - Summe;2021;190980,43;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Industrie - Anteil;2021;10,51;%
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Verkehr - Erdgas;2021;0,00;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Verkehr - Fernwärme;2021;0,00;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Verkehr - Heizöl;2021;0,00;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Verkehr - EE Wärme;2021;0,00;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Verkehr - Kraftstoffmix Verkehr;2021;549780,00;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Verkehr - Strom;2021;16082,00;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Verkehr - Summe;2021;565862,00;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Verkehr - Anteil;2021;31,15;%
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Summe - Erdgas;2021;466446,70;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Summe -Fernwärme;2021;96610,20;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Summe - Heizöl;2021;137122,80;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Summe - EE Wärme;2021;1401,04;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Summe - Kraftstoffmix Verkehr;2021;549780,00;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Summe - Strom;2021;564840,24;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Summe -Summe;2021;1816201,01;t
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Summe - Anteil;2021;100,00;%
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Erdgas;2021;25,68;Anteil
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Fernwärme;2021;5,31;Anteil
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Heizöl;2021;7,54;Anteil
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - EE Wärme;2021;0,07;Anteil
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Kraftstoffmix Verkehr;2021;30,27;Anteil
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Strom;2021;31,10;Anteil
co2-emissionen-sektoren;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;11;CO2-Emissionen - Summe;2021;100,00;Anteil
bestand-pv-anlagen;Münster, Gesamtstadt;Marktstammdatenregister;23;AnzahlAnlagen;2024-06-13;9207;kW
bestand-pv-anlagen;Münster, Gesamtstadt;Marktstammdatenregister;23;AnzahlSolarModule;2024-06-13;473217;kW
bestand-pv-anlagen;Münster, Gesamtstadt;Marktstammdatenregister;23;Bruttoleistung;2024-06-13;120024;kW
bestand-pv-anlagen;Münster, Gesamtstadt;Marktstammdatenregister;23;Nettonennleistung;2024-06-13;108849;kW
bestand-windanlagen;Münster, Gesamtstadt;Marktstammdatenregister;23;AnzahlAnlagen;2024-06-13;28;kW
bestand-windanlagen;Münster, Gesamtstadt;Marktstammdatenregister;23;AnzahlSolarModule;2024-06-13;0;kW
bestand-windanlagen;Münster, Gesamtstadt;Marktstammdatenregister;23;Bruttoleistung;2024-06-13;68450;kW
bestand-windanlagen;Münster, Gesamtstadt;Marktstammdatenregister;23;Nettonennleistung;2024-06-13;68450;kW
